TEXT,DEPART,DESTINATION,ERROR
Je vais à Gare de Macau depuis Gare de Orléans. Quelle est la durée du voyage en train?,Gare de Orléans,Gare de Macau,false
Le chemin le plus court pour Gare de Le Buisson depuis Luneville-LP?,Luneville-LP,Gare de Le Buisson,false
Je pars en voyage à Gare de St-Dié-des-Vosges depuis Gare de Bueil. Quel est le meilleur moyen de transport?,Gare de Bueil,Gare de St-Dié-des-Vosges,false
Je suis en train de planifier mon voyage à Riquewihr-Poste depuis Gare de Le Lioran. Quelle est la durée du voyage?,Gare de Le Lioran,Riquewihr-Poste,false
Trajet Ste-Marie/-Ms-(-Théâtre Ste-Marie/-Ms-(-Théâtre,Gare de Boën,Ste-Marie/-Ms-(-Théâtre,false
Arrivée à Gare de Lozanne en partant de Châteaudun-LEP-Paulsen,Gare de Lozanne,Châteaudun-LEP-Paulsen,false
Je suis en train de planifier mon voyage de Gare de Ambérieu-en-Bugey à St Christophe / Nais C.. Quel est le meilleur itinéraire?,Gare de Ambérieu-en-Bugey,St Christophe / Nais C.,false
Je vais à Gare de Menton en train depuis Gare de Ancenis. Est-ce que tu sais combien de temps dure le trajet?,Gare de Ancenis,Gare de Menton,false
Combien de temps pour un train partant de Gare de Neussargues à destination de Gare de Vif?,Gare de Neussargues,Gare de Vif,false
Je dois me rendre à Lièpvre-(Rte-Vancelle) depuis Mutzig-Passage-A-Niveau. Quel est le meilleur moyen de transport pour s'y rendre?,Mutzig-Passage-A-Niveau,Lièpvre-(Rte-Vancelle),false
Je pars en voyage à Gare de Vierzon depuis Fénétrange (Gendarm.). Quel est le meilleur moyen de transport?,Fénétrange (Gendarm.),Gare de Vierzon,false
Je dois me rendre à Gare de Vienne depuis Longuyon (Collège). Quel est le meilleur moyen de transport pour s'y rendre?,Longuyon (Collège),Gare de Vienne,false
Je me demande comment je pourrais aller à Gare de Abancourt en partant de chez moi de Gare de Dieppe,Gare de Dieppe,Gare de Abancourt,false
Je vais à Gare de Nouzonville depuis Herbitzheim Mairie. Quel est le meilleur moyen de transport pour s'y rendre?,Herbitzheim Mairie,Gare de Nouzonville,false
Je vais à Gare de Plouaret-Trégor en train depuis Rambervillers (11 Nov). Est-ce que tu sais combien de temps dure le trajet?,Rambervillers (11 Nov),Gare de Plouaret-Trégor,false
Je souhaite aller à Gare de Foix en partant de Gare de Besançon-Viotte,Gare de Besançon-Viotte,Gare de Foix,false
Je pars de Gare de Ingwiller et je vais à Gare de Lamballe,Gare de Ingwiller,Gare de Lamballe,false
Je pars de Gare de Messac-Guipry demain matin pour aller à Gare de Marseille-Blancarde. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Messac-Guipry,Gare de Marseille-Blancarde,false
Je pars de Gare de Auch et je vais à Gare de St-Gervais-L-B-Le-Fayet,Gare de Auch,Gare de St-Gervais-L-B-Le-Fayet,false
Je vais à Gare de Aubrais-(les) pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Ambérieu-en-Bugey?,Gare de Ambérieu-en-Bugey,Gare de Aubrais-(les),false
Je dois aller à Gare de Firminy. Mais je ne sais pas comment. Je pars de Gare de Hyères.,Gare de Hyères,Gare de Firminy,false
Je souhaite aller à Gare de Mazamet en partant de Pont-Audemer-Gare-SNCF,Pont-Audemer-Gare-SNCF,Gare de Mazamet,false
Trajet Chinon-Lycée-Rabelais Gare de Sisteron,Chinon-Lycée-Rabelais,Gare de Sisteron,false
Je pars en voyage à Bruyères (Vosges) depuis Gare de Cholet. Quel est le meilleur moyen de transport?,Gare de Cholet,Bruyères (Vosges),false
Je dois aller à Cernay-(Lycée) depuis Saverne-(Ht-Barr). Quelle est la durée du voyage?,Saverne-(Ht-Barr),Cernay-(Lycée),false
j'aimerais partir de Gare de L'Aigle et passer par biarritz pour me rendre à St-George-d'Aurac-Bourg.,Gare de L'Aigle,St-George-d'Aurac-Bourg,false
Je vais à Gare de Orange en train depuis Gare de St Quentin. Est-ce que tu sais combien de temps dure le trajet?,Gare de St Quentin,Gare de Orange,false
Emmène moi de Gare de Mâcon-Loché-TGV à Gare de St-Dizier,Gare de Mâcon-Loché-TGV,Gare de St-Dizier,false
Gare de Albi-Ville à Gare de Nexon,Gare de Albi-Ville,Gare de Nexon,false
Je vais à Quillan pour la première fois. Quelle est la durée du voyage depuis Gare de La Chaux-de-Fonds?,Gare de La Chaux-de-Fonds,Quillan,false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Metz-Ville à Gare de Nantes. Quelles sont mes options?,Gare de Metz-Ville,Gare de Nantes,false
Quel train va à Gare de Hagondange depuis Gare de Pont-de-Beauvoisin?,Gare de Pont-de-Beauvoisin,Gare de Hagondange,false
Je dois aller à Gare de Troyes depuis Annonay-Gare-Route. Quelle est la durée du voyage?,Annonay-Gare-Route,Gare de Troyes,false
Je vais à Gare de Sarlat pour la première fois. Quelle est la durée du voyage depuis Gare de Voves?,Gare de Voves,Gare de Sarlat,false
Je suis en train de planifier mon voyage de Gare de Belfort-Ville à Saint-Etienne-Chtx GR. Quel est le meilleur itinéraire?,Gare de Belfort-Ville,Saint-Etienne-Chtx GR,false
Je dois aller à Langres-Gendarmerie depuis Gare de Thann-Saint-Jacques. Quel est le meilleur moyen de transport?,Gare de Thann-Saint-Jacques,Langres-Gendarmerie,false
Trajet Gare de Monaco-Monte-Carlo Gare de Bar-le-Duc,Gare de Monaco-Monte-Carlo,Gare de Bar-le-Duc,false
Je pars en voyage à Gare de Rumilly depuis Gare de Mauzé. Quel est le meilleur moyen de transport?,Gare de Mauzé,Gare de Rumilly,false
J'ai un seminaire d'entreprise demain il faut que je prenne le train en direction de Gare de Voves à 17h54 mais j'ai pas trouvé de train qui part de Narbonne donc je dois partir Gare de Bayonne,Gare de Bayonne,Gare de Voves,false
quel est le trajet le plus cours de La Bresse Le Lispach vers Gare de Tassin?,La Bresse Le Lispach,Gare de Tassin,false
Emmène moi de Gare de Argenton-sur-Creuse à Rambervillers,Gare de Argenton-sur-Creuse,Rambervillers,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Courtalain-St-Pellerin depuis Gare de Charleville-Mézières. Quels sont mes options?,Gare de Charleville-Mézières,Gare de Courtalain-St-Pellerin,false
Je vais à Gare de Thann-Saint-Jacques en train depuis Chauffailles-Gambetta. Est-ce que tu sais combien de temps dure le trajet?,Chauffailles-Gambetta,Gare de Thann-Saint-Jacques,false
Je pars en voyage à Truyes-St-Blaise depuis Juvancourt. Quel est le meilleur moyen de transport?,Juvancourt,Truyes-St-Blaise,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Clermont-Ferrand depuis Gare de Basel-SBB. Quels sont mes options?,Gare de Basel-SBB,Gare de Clermont-Ferrand,false
Je suis en train de planifier mon voyage de Gérardmer La Mauselaine à Dossenheim-(Mairie). Quel est le meilleur itinéraire?,Gérardmer La Mauselaine,Dossenheim-(Mairie),false
Je dois aller à Poitiers-Gare-Routière depuis Gare de Saumur. Quelle est la durée du voyage?,Gare de Saumur,Poitiers-Gare-Routière,false
Je pars de Montélimar-G-Routière pour aller à Gare de Evian-les-Bains. Est-ce que tu connais un bon itinéraire?,Montélimar-G-Routière,Gare de Evian-les-Bains,false
Je suis à la recherche d'un moyen de transport pour aller de Noirétable à Gare de Lille Europe. Quelles sont mes options?,Noirétable,Gare de Lille Europe,false
Je pars en vacance à Gare de Breil-sur-Roya. J'habite à Gare de Laon,Gare de Laon,Gare de Breil-sur-Roya,false
Je vais voir ma mère et mon pere a Gare de Brest et je pars de Gare de Rodez,Gare de Rodez,Gare de Brest,false
Emmène moi de Gare de Carmaux à Gare de Toulouse-Matabiau,Gare de Carmaux,Gare de Toulouse-Matabiau,false
Gare de Le Mans à Gare de Briançon,Gare de Le Mans,Gare de Briançon,false
Y'a t-il un train qui va de Gare de La-Rochelle-Pt-Dauphine à Bourg-Achard Champ de F?,Gare de La-Rochelle-Pt-Dauphine,Bourg-Achard Champ de F,false
Je suis à la recherche d'un moyen de transport pour aller de Sarrebourg (Place Math) à Gare de Veynes-Dévoluy. Quelles sont mes options?,Sarrebourg (Place Math),Gare de Veynes-Dévoluy,false
Je pars en voyage à Annonay-Gare-Route depuis Bussang (Gare SNCF). Quel est le meilleur moyen de transport?,Bussang (Gare SNCF),Annonay-Gare-Route,false
C'est une catastrophe mon train est annulé. Je devais faire Gare de Les Arcs-Draguignan à Sarrebourg-Abri-Phalsbo demain soir mais je ne sais pas comment faire.,Gare de Les Arcs-Draguignan,Sarrebourg-Abri-Phalsbo,false
Je suis en train de planifier mon voyage de Gare de Chaumont à Gare de Bourg-St-Maurice. Quel est le meilleur itinéraire?,Gare de Chaumont,Gare de Bourg-St-Maurice,false
Comment dois-je m'y prendre pour aller de Mirecourt (Lycée Agric) à Le-Blanc-Pl-du-Bateau,Mirecourt (Lycée Agric),Le-Blanc-Pl-du-Bateau,false
Je vais à Gare de Lure pour la première fois. Quelle est la durée du voyage depuis Gare de Romorantin-Blanc-Argent?,Gare de Romorantin-Blanc-Argent,Gare de Lure,false
Je suis en train de planifier mon voyage de Corcieux Le Conti à Gare de Figeac. Quel est le meilleur itinéraire?,Corcieux Le Conti,Gare de Figeac,false
Je pars de Gare de Arcachon pour aller à Gare de Nogent-sur-Seine. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Arcachon,Gare de Nogent-sur-Seine,false
Je ne sais pas ce que je cherche.,Gare de Rouen-Rive-Droite,Gare de Tassin,false
Je pars en voyage à Pontgibaud-Ville depuis Perl Gare DB. Quelle est la durée du voyage?,Perl Gare DB,Pontgibaud-Ville,false
Je pars en voyage à Laqueuille depuis Gare de Gramat. Quel est le meilleur moyen de transport?,Gare de Gramat,Laqueuille,false
Je vais à Gare de La Brohinière pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Carnoules?,Gare de Carnoules,Gare de La Brohinière,false
Alexis lache cette bouteille je veux aller à Gare de Albens en partant de Bouzonville,Bouzonville,Gare de Albens,false
J'irai bien à la Gare de St-Georges-d'Aurac depuis la Gare de Châteaudun,Gare de Châteaudun,Gare de St-Georges-d'Aurac,false
Je vais à La Bresse Le Lispach depuis Gare de Vif. Quelle est la durée du voyage en train?,Gare de Vif,La Bresse Le Lispach,false
Je vais à Lyon-St-Paul-la-Feuilée pour la première fois. Quelle est la durée du voyage depuis Gare de St-Vit?,Gare de St-Vit,Lyon-St-Paul-la-Feuilée,false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de Vendôme n'aura pas de soucis sachant que je part de la misérable Gare de Argentan,Gare de Argentan,Gare de Vendôme,false
Je me demande comment je pourrais aller à Gare de Rothau en partant de chez moi de Gare de La Brohinière,Gare de La Brohinière,Gare de Rothau,false
Y'a t-il un train qui va de Gare de Lisieux à Gare de Cambo-les-Bains?,Gare de Lisieux,Gare de Cambo-les-Bains,false
Je dois aller à Gare de Evian-les-Bains depuis Gare de Pau. Quel est le meilleur moyen de transport?,Gare de Pau,Gare de Evian-les-Bains,false
Je suis en train de planifier mon voyage de Gare de Longwy à Grenoble-Gare-Routière. Quel est le meilleur itinéraire?,Gare de Longwy,Grenoble-Gare-Routière,false
Je suis en train de planifier mon voyage de Gare de Etang à Gare de Vertaizon. Quelle est la meilleure option de transport?,Gare de Etang,Gare de Vertaizon,false
Je pars de Ste-Croix/Mines-Sq-de-G pour aller à Gare de Dinan. Est-ce que tu connais un bon itinéraire?,Ste-Croix/Mines-Sq-de-G,Gare de Dinan,false
Je souhaite aller à Gare de Brioude en partant de Gare de Paris-Gare-de-Lyon,Gare de Paris-Gare-de-Lyon,Gare de Brioude,false
Je pars de Gare de Saverne et je vais à Gare de Quimper,Gare de Saverne,Gare de Quimper,false
Je dois aller à Gare de St Omer depuis Gare de Albert. Quelle est la durée du voyage?,Gare de Albert,Gare de St Omer,false
Je vais à Gare de Reims depuis Urcay-Hotel-du-Lyon-d'O. Quel est le meilleur moyen de transport pour s'y rendre?,Urcay-Hotel-du-Lyon-d'O,Gare de Reims,false
Gare de Lille Flandres à Chauffailles-Gambetta,Gare de Lille Flandres,Chauffailles-Gambetta,false
Je souhaite aller à Gare de Tournai en partant de Gare de Thann-Saint-Jacques,Gare de Thann-Saint-Jacques,Gare de Tournai,false
je veux un train pour aller a Fénétrange (Gendarm.) en partant de Gare de Béziers,Gare de Béziers,Fénétrange (Gendarm.),false
Je dois aller à Gare de Nice-Ville depuis Gare de La Verrière. Quel est le meilleur moyen de transport?,Gare de La Verrière,Gare de Nice-Ville,false
Je dois aller à Gare de La Verrière depuis Gare de La Forest. Quel est le meilleur moyen de transport?,Gare de La Forest,Gare de La Verrière,false
Y'a t-il un train en direction de Gare de Auxonne et partant de Gare de Limoux,Gare de Limoux,Gare de Auxonne,false
je veux un train pour aller a Laissac-Foirail en partant de Gare de Raedersheim,Gare de Raedersheim,Laissac-Foirail,false
Je pars de Gare de Périgueux pour aller à Ville-sous-La-Ferté. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Périgueux,Ville-sous-La-Ferté,false
Trajet BarentonÂ Cel Gare de Bédarieux,BarentonÂ Cel,Gare de Bédarieux,false
Je pars de Gare de Limeray demain matin pour aller à Gare de Cherbourg. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Limeray,Gare de Cherbourg,false
Je suis en train de planifier mon voyage de Gare de Issoudun à Aix-Gare-Routière. Quel est le meilleur itinéraire?,Gare de Issoudun,Aix-Gare-Routière,false
Gare de Vendôme-Villiers-s-Loir à Gare de Argenton-sur-Creuse,Gare de Vendôme-Villiers-s-Loir,Gare de Argenton-sur-Creuse,false
Je vais à Lichtenberg-(Eglise). pour la première fois. Quelle est la durée du voyage depuis Gare de Loches?,Gare de Loches,Lichtenberg-(Eglise).,false
Putain ce téléphone fais que bugger la je veux juste aller de Gare de Montbazon à Gare de Angers-St-Laud c'est pas possible ça,Gare de Montbazon,Gare de Angers-St-Laud,false
Comment dois-je m'y prendre pour aller de Gare de La Brohinière à Gare de Moûtiers-Salins-Brides,Gare de La Brohinière,Gare de Moûtiers-Salins-Brides,false
Je suis en train de planifier mon voyage de Gare de Château-Thierry à Gare de Longwy. Quel est le meilleur itinéraire?,Gare de Château-Thierry,Gare de Longwy,false
Je pars en voyage à Gare de Vallon-en-Sully depuis Gare de Montbazon. Quel est le meilleur moyen de transport?,Gare de Montbazon,Gare de Vallon-en-Sully,false
Je suis en train de planifier mon voyage de Gare de Paris-Bercy à Gare de Rumilly. Quelle est la meilleure option de transport?,Gare de Paris-Bercy,Gare de Rumilly,false
Je dois aller à Gare de Narbonne depuis Roanne-Gare-Routière. Quel est le meilleur moyen de transport?,Roanne-Gare-Routière,Gare de Narbonne,false
Je pars en voyage à Luchon-Richelieu depuis Gare de Morhange. Quelle est la durée du voyage?,Gare de Morhange,Luchon-Richelieu,false
Je vais à Gare de Bourges pour la première fois. Quelle est la durée du voyage depuis Gare de Mont-de-Marsan?,Gare de Mont-de-Marsan,Gare de Bourges,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Vannes depuis Gare de Macau. Quels sont mes options?,Gare de Macau,Gare de Vannes,false
Je dois aller à Gare de Niederbronn depuis Gare de Blois-Chambord. Quelle est la durée du voyage?,Gare de Blois-Chambord,Gare de Niederbronn,false
Je vais à Gare de Erstein depuis Gare de Clermont-Ferrand. Quelle est la durée du voyage en train?,Gare de Clermont-Ferrand,Gare de Erstein,false
Je pars de St-Martin-d'Hères et je vais à Gare de Argentan,St-Martin-d'Hères,Gare de Argentan,false
Je vais à Gare de Toury pour la première fois. Quelle est la durée du voyage depuis Gare de Montchanin?,Gare de Montchanin,Gare de Toury,false
Je pars en voyage à Gare de Orange depuis Gare de Montbrison. Quel est le meilleur moyen de transport?,Gare de Montbrison,Gare de Orange,false
Je dois aller à Gare de St-Emilion depuis Gare de Hendaye. Quelle est la durée du voyage?,Gare de Hendaye,Gare de St-Emilion,false
Je souhaite aller à Gare de Veigné en partant de Urcay-Hotel-du-Gare de Veigné-d'O,Gare de Niederbronn,Gare de Veigné,false
Comment dois-je m'y prendre pour aller de Gare de Nevers-Le-Banlay à Gare de Ventimiglia-Stazione,Gare de Nevers-Le-Banlay,Gare de Ventimiglia-Stazione,false
Combien de temps pour un train partant de Mutzig-Passage-A-Niveau à destination de Gare de Sarlat?,Mutzig-Passage-A-Niveau,Gare de Sarlat,false
Trajet Gare de Janzé Gare de Hendaye,Gare de Janzé,Gare de Hendaye,false
Quel train dois-je prendre pour un Gare de Cluses (Hte-Savoie)-Gare de Genève,Gare de Cluses (Hte-Savoie),Gare de Genève,false
Je vais à Gare de Sablé-sur-Sarthe pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Dol?,Gare de Dol,Gare de Sablé-sur-Sarthe,false
Je vais à Gare de Moulins-sur-Allier depuis Grenoble-Gare-Routière. Quelle est la durée du voyage en train?,Grenoble-Gare-Routière,Gare de Moulins-sur-Allier,false
Y'a t-il un train en direction de Gare de Avignon-Centre et partant de Gare de Château-Gaillard,Gare de Château-Gaillard,Gare de Avignon-Centre,false
arrivée Sarrebourg (Place Math) et départ Gare de Freiburg-Breisgau,Gare de Freiburg-Breisgau,Sarrebourg (Place Math),false
Je vais à Gare de Abancourt pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Flers?,Gare de Flers,Gare de Abancourt,false
Je suis en train de planifier mon voyage de Herbitzheim Mairie à Gare de Château-Renault. Quel est le meilleur itinéraire?,Herbitzheim Mairie,Gare de Château-Renault,false
Je suis en train de planifier mon voyage de Gare de Nexon à Gare de Foix. Quel est le meilleur itinéraire?,Gare de Nexon,Gare de Foix,false
Je dois aller à Courtalain-Centre depuis Gare de Vif. Quel est le meilleur moyen de transport?,Gare de Vif,Courtalain-Centre,false
Je veux partir de Gare de Pessac à Gare de Andelot,Gare de Pessac,Gare de Andelot,false
Je dois aller à Gare de Veynes-Dévoluy depuis Gare de Hendaye. Quel est le meilleur moyen de transport?,Gare de Hendaye,Gare de Veynes-Dévoluy,false
Je pars en voyage à Gare de Marseille-Blancarde depuis Gare de Ax-les-Thermes. Quel est le meilleur moyen de transport?,Gare de Ax-les-Thermes,Gare de Marseille-Blancarde,false
Alexis lache cette bouteille je veux aller à Gare de Troyes en partant de Gare de Manosque-Gréoux,Gare de Manosque-Gréoux,Gare de Troyes,false
Avec toutes ces grève je pense que mon train de Gare de Castelnaudary à Gare de Chagny va être annulé,Gare de Castelnaudary,Gare de Chagny,false
Emmène moi de Gare de Roanne à Gare de Paimpol,Gare de Roanne,Gare de Paimpol,false
Trajet Gare de Morcenx Gare de Montivilliers,Gare de Morcenx,Gare de Montivilliers,false
Je pars pour Pompadour demain. J'habite à Gare de Ste-Pazanne,Gare de Ste-Pazanne,Pompadour,false
Je suis en train de planifier mon voyage à Gare de Paris-Est depuis Normandie - Gare de Mantes-la-Jolie. Quelle est la durée du voyage?,Normandie - Gare de Mantes-la-Jolie,Gare de Paris-Est,false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de Pont-St-Vincent n'aura pas de soucis sachant que je part de la misérable St-Pierre-de-Chandieu-R,St-Pierre-de-Chandieu-R,Gare de Pont-St-Vincent,false
Je suis en train de planifier mon voyage de Dossenheim-(Mairie) à Gare de Romilly-sur-Seine. Quel est le meilleur itinéraire?,Dossenheim-(Mairie),Gare de Romilly-sur-Seine,false
Je suis en train de planifier mon voyage de Gare de Dormans à Gare de Avignon-Centre. Quelle est la meilleure option de transport?,Gare de Dormans,Gare de Avignon-Centre,false
Il me faut un train pour Sarralbe Centre depuis Saverne-(Ht-Barr),Saverne-(Ht-Barr),Sarralbe Centre,false
Je souhaite aller à Allamps-Esat en partant de Gare de Valenciennes,Gare de Valenciennes,Allamps-Esat,false
Je pars d'Gare de Auch et je me dirige à Communay-Stade,Gare de Auch,Communay-Stade,false
Je suis en train de planifier mon voyage de Gare de Barr à Mutzig-Passage-A-Niveau. Quel est le meilleur itinéraire?,Gare de Barr,Mutzig-Passage-A-Niveau,false
Je souhaite aller à Gare de La Verrière en partant de Urcay-Hotel-du-Gare de La Verrière-d'O,Gare de Montréjeau-Gourdan-Pol.,Gare de La Verrière,false
Y'a t-il un train qui va de Gare de Limeray à Gare de Montreuil-sur-Ille?,Gare de Limeray,Gare de Montreuil-sur-Ille,false
Je suis en train de planifier mon voyage de Ambert à Gare de Le Dorat. Quelle est la meilleure option de transport?,Ambert,Gare de Le Dorat,false
Je vais à Gare de Oissel pour la première fois. Quel est le meilleur moyen de transport depuis Jougne?,Jougne,Gare de Oissel,false
Je pars pour Gare de Roeschwoog demain. J'habite à Gare de Obernai,Gare de Obernai,Gare de Roeschwoog,false
Y'a t-il un train en direction de Gare de Vallorcine et partant de Vézelise Beauregard,Vézelise Beauregard,Gare de Vallorcine,false
Je suis en train de planifier mon voyage de Gare de St-Emilion à Gare de Raedersheim. Quel est le meilleur itinéraire?,Gare de St-Emilion,Gare de Raedersheim,false
Je vais à Gare de Blois-Chambord pour la première fois. Quel est le meilleur moyen de transport depuis Laon-Gare-Routière-Poma?,Laon-Gare-Routière-Poma,Gare de Blois-Chambord,false
Je pars de Gare de Cavaillon et je vais à Saint-Léonard Centre,Gare de Cavaillon,Saint-Léonard Centre,false
Je dois me rendre à Gare de Besançon-Viotte depuis Gare de Royan. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Royan,Gare de Besançon-Viotte,false
Je suis en train de planifier mon voyage à Gare de Condat-le-Lardin depuis Gare de Obernai. Quelle est la durée du voyage?,Gare de Obernai,Gare de Condat-le-Lardin,false
Putain ce téléphone fais que bugger la je veux juste aller de Gare de Castres à Gare de Orléans c'est pas possible ça,Gare de Castres,Gare de Orléans,false
Je souhaite partir de Sèlestat-(Schwilgué) pour aller a Lichtenberg-(Eglise).,Sèlestat-(Schwilgué),Lichtenberg-(Eglise).,false
Je pars de Gare de St-Yrieix-la-Perche et je vais à Gare de Cambo-les-Bains,Gare de St-Yrieix-la-Perche,Gare de Cambo-les-Bains,false
Je vais à Gare de Vallorbe-Cff en train depuis Gare de St-Flour-Chaudes-Aigues. Est-ce que tu sais combien de temps dure le trajet?,Gare de St-Flour-Chaudes-Aigues,Gare de Vallorbe-Cff,false
J'irai bien à la Gare de Manosque-Gréoux depuis la Gare de Bening,Gare de Bening,Gare de Manosque-Gréoux,false
Je vais à Gare de Paris-St-Lazare depuis Gare de Morcenx. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Morcenx,Gare de Paris-St-Lazare,false
Je vais à Gare de Neufchâteau depuis Longuyon (Collège). Quel est le meilleur moyen de transport pour s'y rendre?,Longuyon (Collège),Gare de Neufchâteau,false
Je pars en vacance à Gare de Pont-St-Vincent. J'habite à Gare de Volvic,Gare de Volvic,Gare de Pont-St-Vincent,false
Je pars pour Gare de Hirson-Ecoles demain. J'habite à Gare de Thesee,Gare de Thesee,Gare de Hirson-Ecoles,false
Je suis en train de planifier mon voyage de Bois-d'Oingt-Centre à Gare de Laroche-Migennes. Quel est le meilleur itinéraire?,Bois-d'Oingt-Centre,Gare de Laroche-Migennes,false
Je vais à Lièpvre-(Rte-Vancelle) pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Sospel?,Gare de Sospel,Lièpvre-(Rte-Vancelle),false
Je suis enfin en vacance.J'espere que mon train pour aller a Gare de St-Chély-d'Apcher n'aura pas de soucis sachant que je part de la misérable Allamps-Esat,Allamps-Esat,Gare de St-Chély-d'Apcher,false
Je suis en train de planifier mon voyage de Gare de Sète à Morez Lycée. Quel est le meilleur itinéraire?,Gare de Sète,Morez Lycée,false
Je veux partir de Gare de Cerbère à Gare de Roanne,Gare de Cerbère,Gare de Roanne,false
Quel est le meilleur itinéraire pour aller de Lyon-Perrache-Gare-Rout à Gare de Yvetot,Lyon-Perrache-Gare-Rout,Gare de Yvetot,false
Putain ce téléphone fais que bugger la je veux juste aller de Gare de Sedan à Gare de Montbrison c'est pas possible ça,Gare de Sedan,Gare de Montbrison,false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Cambrai Ville à Gare de Flers. Quelles sont mes options?,Gare de Cambrai Ville,Gare de Flers,false
Je vais à Gare de Egletons pour la première fois. Quel est le meilleur moyen de transport depuis Gare de La Douzillère?,Gare de La Douzillère,Gare de Egletons,false
Je vais à Dompierre-Halte-Rout. depuis Le-Mont-Dore-Gare. Quel est le meilleur moyen de transport pour s'y rendre?,Le-Mont-Dore-Gare,Dompierre-Halte-Rout.,false
Je pars en voyage à Gare de Yvetot depuis Gare de St-Gervais-L-B-Le-Fayet. Quel est le meilleur moyen de transport?,Gare de St-Gervais-L-B-Le-Fayet,Gare de Yvetot,false
arrivée Gare de Lure et départ Gare de Montbrison,Gare de Montbrison,Gare de Lure,false
Je pars de Gare de Génolhac demain matin pour aller à Gare de Gap. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Génolhac,Gare de Gap,false
Je viens de Gare de Poligny et je me rends à Gare de Bréauté-Beuzeville pour la première fois. Tu peux me conseiller un moyen de transport?,Gare de Poligny,Gare de Bréauté-Beuzeville,false
Affiche moi les trains qui vont de Sarrebourg-Hôpital à Sarralbe,Sarrebourg-Hôpital,Sarralbe,false
Je vais à Gare de Revigny pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Trouville-Deauville?,Gare de Trouville-Deauville,Gare de Revigny,false
Je vais à Gare de Courtrai/Kortrijk depuis Gare de La Bastide-St-Laurent. Quelle est la durée du voyage en train?,Gare de La Bastide-St-Laurent,Gare de Courtrai/Kortrijk,false
Je vais à Bouxwiller-Babenhausen pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Bening?,Gare de Bening,Bouxwiller-Babenhausen,false
Je vais à Gare de Willer-sur-Thur pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Savenay?,Gare de Savenay,Gare de Willer-sur-Thur,false
Je suis en train de planifier mon voyage de Gare de Gardanne à Gare de Sarreguemines. Quel est le meilleur itinéraire?,Gare de Gardanne,Gare de Sarreguemines,false
Je dois aller à Grenoble-Gare-Routière depuis Gare de Le Lioran. Quel est le meilleur moyen de transport?,Gare de Le Lioran,Grenoble-Gare-Routière,false
Quel train dois-je prendre pour un Gare de Roanne-Gare de Mâcon-Loché-TGV,Gare de Roanne,Gare de Mâcon-Loché-TGV,false
Arrivée à Gare de Roeschwoog en partant de Gare de Namur,Gare de Roeschwoog,Gare de Namur,false
Je vais à Gare de St-Sulpice (Tarn) pour la première fois. Quelle est la durée du voyage depuis Le Tréport-Mers-Les-B?,Le Tréport-Mers-Les-B,Gare de St-Sulpice (Tarn),false
Je vais à Gare de St-Chély-d'Apcher depuis Gare de Chatellerault. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Chatellerault,Gare de St-Chély-d'Apcher,false
Je dois aller à Aubigny-sur-Nere-Mail depuis Gare de Le Creusot. Quel est le meilleur moyen de transport?,Gare de Le Creusot,Aubigny-sur-Nere-Mail,false
Emmène moi de Gare de Macau à Gare de Vitry-le-François,Gare de Macau,Gare de Vitry-le-François,false
Je vais à Gare de Cerbère depuis Bayel-Eglise. Quel est le meilleur moyen de transport pour s'y rendre?,Bayel-Eglise,Gare de Cerbère,false
Je me demande comment je pourrais aller à Gare de Montivilliers en partant de chez moi de Gare de Lison,Gare de Lison,Gare de Montivilliers,false
Je suis en train de planifier mon voyage de Gare de Montereau à Gare de Pont-de-Beauvoisin. Quel est le meilleur itinéraire?,Gare de Montereau,Gare de Pont-de-Beauvoisin,false
Je dois aller à Le-Breuil-sur-Couze-Lyc depuis Gare de Carcassonne. Quel est le meilleur moyen de transport?,Gare de Carcassonne,Le-Breuil-sur-Couze-Lyc,false
